age,household_id,school_id,work_id,primary_community,secundary_community
46,172214,0,4702,432,597
69,143104,0,0,499,431
29,117407,0,13673,58,333
10,112624,1489,0,538,545
19,184956,1976,0,101,101
9,162409,1660,0,94,65
80,95358,0,0,465,417
42,166946,0,7298,489,353
32,25726,0,9614,223,576
76,129631,0,0,491,57
13,13314,1801,0,124,75
46,176159,0,328,41,41
58,83753,0,0,553,268
28,9558,0,16289,435,396
78,94500,0,0,394,174
46,106927,0,0,338,338
10,4520,1704,0,70,188
36,37442,0,2947,419,419
71,86577,0,0,130,410
27,69737,0,16430,412,209
47,46921,0,6523,584,178
72,143944,0,0,350,350
43,115526,0,0,147,367
1,4742,479,0,445,587
44,167124,0,0,296,296
5,107637,1181,0,326,305
54,3918,0,2477,223,423
66,117607,0,0,307,305
43,87263,0,13726,543,148
34,177135,0,15063,294,498
3,65113,1167,0,300,63
5,115866,1298,0,159,364
39,124614,0,6396,358,457
2,41725,717,0,561,308
14,113193,1886,0,10,361
32,44280,0,0,514,281
54,171146,0,0,300,188
43,9554,0,1192,240,416
70,133123,0,0,285,285
46,172658,0,7267,205,177
66,74050,0,0,389,476
13,116963,1808,0,285,294
4,141469,1170,0,163,459
42,169546,0,14205,1,299
58,53283,0,6024,157,157
39,128072,0,1330,362,47
46,61699,0,7266,300,103
50,128664,0,10704,247,179
67,191885,0,0,268,227
71,16696,0,0,265,474
62,131129,0,0,560,416
46,73317,0,0,493,493
19,43904,2027,0,518,286
39,43174,0,0,568,595
21,113006,0,6922,16,402
11,114908,1563,0,122,122
19,4153,2384,0,534,534
24,4280,0,15997,43,546
33,104444,0,0,577,577
43,29467,0,8913,29,171
11,146233,1564,0,367,367
5,49032,1176,0,457,457
28,69792,0,13076,334,246
44,156309,0,14668,40,338
5,100035,1241,0,196,156
4,21901,1206,0,12,505
41,179059,0,8444,141,228
1,37306,818,0,50,50
58,67966,0,0,335,141
2,40663,0,0,560,345
43,178535,0,7908,457,299
8,62945,1477,0,476,388
1,159182,0,0,290,290
20,178866,1963,0,525,232
1,66790,271,0,268,227
59,143539,0,0,48,33
65,62681,0,0,375,51
66,103579,0,0,255,447
37,162880,0,16127,208,179
45,108394,0,0,386,386
8,85898,1749,0,91,125
21,39792,2450,0,588,70
76,10297,0,0,572,138
35,93016,0,9663,13,307
33,10121,0,98,376,489
0,138198,470,0,590,98
11,75670,1410,0,82,331
20,58499,0,2919,542,542
41,124968,0,7427,177,286
2,78236,298,0,128,314
52,189096,0,12018,345,88
36,55772,0,13154,46,46
10,115636,1716,0,578,273
66,74927,0,0,30,558
27,158524,0,0,196,167
27,64300,0,0,345,272
43,125704,0,14199,99,168
8,52094,1433,0,230,441
29,22752,0,6933,73,458
35,182503,0,2901,117,117
16,94770,1786,0,383,383
52,176126,0,15152,169,585
47,44745,0,12530,190,585
68,84734,0,0,99,183
18,82001,2108,0,207,88
4,22136,1215,0,169,452
48,111123,0,4560,592,578
6,25214,1568,0,132,275
29,137066,0,10029,475,475
34,138383,0,6244,254,160
12,93267,1857,0,305,305
62,97667,0,0,561,9
15,44800,1789,0,475,291
35,142245,0,13560,599,324
22,183987,0,5247,131,77
50,28029,0,3141,315,571
18,124010,0,9580,38,370
31,183140,0,0,200,472
58,73661,0,0,211,3
2,40082,777,0,133,111
81,115524,0,0,185,561
42,88177,0,9651,514,305
5,42234,1169,0,206,209
48,50303,0,14735,397,369
43,1502,0,16353,561,66
72,103513,0,0,476,64
29,143233,0,5522,43,49
41,93027,0,9665,371,215
55,68684,0,0,269,349
54,67184,0,2749,137,323
4,36458,1159,0,460,449
15,76109,1878,0,70,67
31,107750,0,14972,457,457
35,39575,0,9370,600,492
2,57399,793,0,531,163
20,191122,0,0,165,322
45,133935,0,11644,395,271
72,146991,0,0,307,514
80,119022,0,0,190,285
23,181080,0,14924,127,224
42,126227,0,6657,74,195
50,86793,0,8868,426,426
44,35513,0,12666,493,493
29,16158,0,6075,403,596
52,139746,0,4874,598,41
8,31431,1449,0,234,342
21,76975,2455,0,355,418
1,17256,196,0,296,296
44,118362,0,0,513,22
52,131922,0,3388,374,283
56,63269,0,0,541,194
56,156539,0,0,343,128
40,86162,0,0,534,534
24,32407,0,0,431,554
44,49035,0,5822,389,476
73,119839,0,0,557,412
17,16693,1828,0,547,357
47,175571,0,11105,546,400
61,155959,0,0,219,50
22,128825,0,8325,506,428
23,83320,2268,0,205,348
52,117092,0,15746,62,83
70,73737,0,0,29,29
0,46102,535,0,235,419
16,171987,1833,0,50,596
29,88409,0,2906,441,105
79,83340,0,0,578,373
47,137464,0,3801,139,39
26,86377,0,8288,376,80
39,38131,0,247,247,281
28,95718,0,5938,364,563
48,134601,0,4372,4,588
37,29267,0,5168,458,94
49,130293,0,0,214,363
39,132999,0,28,480,599
11,165592,1496,0,526,510
52,152978,0,9901,285,386
26,37237,0,3590,286,177
19,84074,1920,0,332,532
16,59782,1879,0,79,345
26,51916,0,7539,472,272
27,67166,0,5911,464,148
16,135685,1850,0,177,286
54,30340,0,10988,419,425
83,3096,0,0,320,320
5,111468,1373,0,393,564
19,182305,2329,0,228,576
46,12759,0,0,510,447
46,60369,0,0,115,164
27,152075,0,1262,202,474
29,24531,0,3221,287,111
12,68432,1831,0,519,170
63,139300,0,12622,140,244
38,50609,0,3720,42,399
15,145878,1802,0,384,182
3,114723,1199,0,464,464
32,111942,0,101,20,20
59,22992,0,5016,143,295
40,11180,0,0,300,481
32,177439,0,6698,459,214
44,140319,0,700,291,88
6,53048,1508,0,110,227
15,102960,1888,0,144,45
82,187850,0,0,461,397
42,69572,0,4189,338,421
39,19076,0,6747,59,353
52,119310,0,8412,286,239
22,29544,0,5044,399,519
63,117911,0,0,408,205
14,77290,1848,0,225,99
18,70789,2500,0,470,336
34,151703,0,2749,185,322
18,177721,2213,0,483,258
12,74722,1879,0,338,338
39,92181,0,9739,222,354
21,63517,0,13166,129,262
45,123749,0,3799,126,211
60,170499,0,0,409,21
33,179600,0,0,180,193
11,75970,1665,0,441,118
12,57714,1875,0,379,405
4,79184,1215,0,85,379
9,46726,1499,0,549,89
46,136425,0,0,347,246
14,166074,1839,0,341,522
43,16557,0,12500,338,40
48,103595,0,10165,389,487
3,110270,1395,0,40,524
35,102149,0,8492,19,84
46,89578,0,12336,183,453
47,2050,0,6792,371,97
62,178737,0,0,474,191
0,100220,0,0,314,361
46,3929,0,353,305,305
14,71036,1892,0,574,348
50,62707,0,381,42,216
56,66498,0,15321,465,417
17,55430,1860,0,179,359
54,188469,0,0,440,139
23,106668,2294,0,146,579
17,168971,1833,0,362,292
20,92930,2382,0,74,257
6,2652,1490,0,533,410
15,191401,1826,0,481,481
0,61599,464,0,155,219
38,8897,0,5689,345,200
41,123740,0,0,3,3
26,116117,0,0,507,3
44,63059,0,98,456,324
36,85667,0,14900,467,467
28,77354,0,15308,105,523
36,72663,0,0,249,390
5,147510,1302,0,101,203
3,101660,1169,0,238,319
27,87735,0,9580,182,104
52,182228,0,1467,589,292
62,146848,0,0,103,103
15,100076,1840,0,504,504
52,126248,0,16212,134,134
45,135313,0,15576,27,427
50,52000,0,10974,475,200
34,49419,0,9693,184,168
15,38605,1828,0,562,212
17,19157,1819,0,309,375
61,154445,0,0,31,427
55,140894,0,6842,371,108
24,126986,2045,0,124,124
13,158820,1791,0,148,436
21,154559,2157,0,474,441
57,92132,0,0,34,34
65,58738,0,0,314,371
12,31350,1859,0,483,64
3,184476,1257,0,293,522
17,10072,1905,0,541,216
51,111117,0,492,349,60
10,119767,1608,0,350,253
52,75033,0,8171,118,118
12,95056,1814,0,467,410
32,154725,0,8771,471,387
22,18140,2138,0,456,201
4,18876,1318,0,237,83
71,92511,0,0,242,242
5,158838,1148,0,531,425
28,60275,0,0,40,338
1,175080,239,0,272,475
47,130749,0,13420,128,58
27,140444,0,11151,112,274
77,92527,0,0,592,430
7,158157,1655,0,50,50
31,159953,0,0,314,495
18,192591,0,14567,594,282
32,151693,0,9136,407,470
38,132789,0,2889,432,77
36,31435,0,0,203,48
5,87993,1208,0,396,103
30,178818,0,14174,527,471
20,125053,2018,0,528,485
26,18399,0,0,47,132
43,68981,0,4119,200,102
47,73546,0,14742,399,500
28,65576,0,5574,208,174
34,103580,0,14500,543,148
56,157611,0,0,360,271
28,113996,0,9252,451,451
71,48382,0,0,474,191
31,96197,0,0,281,392
35,12209,0,15145,447,447
23,3515,2374,0,9,496
46,141430,0,14066,16,35
26,27135,0,597,421,338
44,25820,0,11795,547,125
6,115425,1783,0,218,338
46,22476,0,2310,550,327
21,71790,2200,0,16,140
50,142734,0,128,217,402
36,100364,0,13830,267,311
50,154418,0,2977,539,175
43,187555,0,3437,313,108
15,91949,1874,0,537,537
44,147325,0,1753,543,155
7,53561,1557,0,33,89
19,30893,2537,0,272,118
72,181244,0,0,420,573
16,86516,1786,0,383,416
9,143056,1657,0,506,506
24,90987,0,9310,482,352
0,78648,894,0,564,378
10,190314,1716,0,414,584
31,50770,0,0,200,200
6,172733,1586,0,123,123
10,114203,1496,0,534,135
23,36985,2166,0,76,76
19,94501,2233,0,587,515
22,152660,2325,0,233,278
11,107452,1440,0,220,451
1,11117,1108,0,207,290
7,25127,1771,0,377,80
18,55260,1960,0,292,362
58,177601,0,0,579,541
68,148846,0,0,67,300
17,150593,1794,0,585,379
7,47245,1569,0,191,202
13,105695,1822,0,41,598
11,64517,1672,0,154,120
49,64401,0,14958,252,139
50,45886,0,5714,492,386
44,161684,0,3697,532,573
38,55700,0,1977,249,397
25,77986,0,8740,1,299
31,158610,0,0,264,264
51,90341,0,6041,36,30
39,51950,0,0,474,191
63,117083,0,0,252,440
7,84676,1769,0,151,151
29,108104,0,0,421,381
66,187028,0,0,28,28
13,62276,1789,0,396,506
81,154488,0,0,289,562
56,24044,0,13119,568,556
36,35386,0,0,33,33
68,101360,0,0,54,93
39,71416,0,0,453,184
10,155817,1664,0,442,306
35,168522,0,4154,81,150
12,36150,1851,0,499,522
35,171044,0,4415,112,532
37,86009,0,4853,417,417
21,152898,2479,0,573,40
60,96645,0,0,169,415
57,48620,0,0,350,435
22,160626,0,8625,599,579
41,14097,0,14672,543,510
45,49089,0,6806,21,21
49,144569,0,11683,157,257
16,30016,1877,0,200,272
3,169321,1268,0,596,50
36,122105,0,13123,427,561
51,56056,0,2619,205,94
9,174851,1620,0,244,597
36,65711,0,0,506,506
44,87452,0,0,169,85
49,160941,0,2837,583,233
9,94577,1413,0,299,593
21,28535,0,0,299,337
4,4771,1157,0,307,305
31,17430,0,9807,374,503
8,55063,1723,0,274,203
28,177154,0,16450,6,176
12,140913,1843,0,404,207
11,58139,1676,0,266,264
49,72604,0,16055,199,40
52,81323,0,1366,296,121
16,20194,1796,0,521,198
12,4885,1858,0,81,311
63,38640,0,0,499,293
31,44470,0,5589,84,84
67,151620,0,0,449,460
51,19463,0,0,314,150
65,135096,0,0,579,319
15,121255,1847,0,369,167
75,73630,0,0,482,476
3,154181,1361,0,501,209
27,47620,0,4384,566,235
26,80138,0,8773,23,23
66,134770,0,0,368,368
3,185316,1139,0,425,425
14,42863,1868,0,455,56
46,100548,0,0,299,593
73,19229,0,0,247,307
7,24775,1569,0,202,272
62,88741,0,2619,348,177
5,103200,1208,0,212,192
51,3673,0,0,365,123
22,86082,1965,0,178,348
3,135640,1171,0,101,162
16,152748,1795,0,237,571
62,25565,0,0,97,361
15,170097,1881,0,270,290
7,180410,1505,0,211,509
65,38421,0,0,421,331
13,73163,1804,0,296,532
61,105800,0,0,559,388
52,170946,0,10311,229,512
9,370,1720,0,158,217
32,107936,0,12860,559,64
46,36462,0,2457,388,476
7,183924,1413,0,599,283
39,178524,0,1125,498,76
38,13398,0,4048,544,270
46,72882,0,9679,552,256
10,169274,1750,0,193,193
50,69215,0,6925,103,103
63,162315,0,16210,97,58
53,15590,0,0,487,258
40,67526,0,12096,94,178
14,29467,1908,0,31,31
46,8847,0,16184,546,423
4,6875,1167,0,489,146
49,53525,0,2291,471,471
39,176867,0,7067,367,260
64,173681,0,0,295,543
50,168564,0,9651,197,368
3,131722,1170,0,163,50
14,116062,1801,0,265,265
65,135372,0,0,337,320
62,94552,0,0,64,388
53,16180,0,3809,386,392
47,104339,0,4257,195,45
42,27256,0,8575,392,335
44,75598,0,0,354,511
39,76778,0,1792,413,487
39,117101,0,3912,449,28
67,140698,0,0,175,483
41,28006,0,501,373,559
53,167801,0,0,511,412
43,111685,0,0,494,449
14,70857,1819,0,248,248
0,186786,0,0,476,488
9,96163,1529,0,63,300
36,48297,0,16061,321,321
5,90834,1252,0,307,394
13,169984,1794,0,451,220
18,166480,0,9541,173,173
54,174672,0,0,569,569
53,169225,0,9999,537,43
41,21436,0,700,539,592
12,3223,1819,0,51,51
6,153867,1435,0,504,504
23,74963,2201,0,210,366
19,131741,2328,0,212,226
1,38411,724,0,542,553
0,34235,828,0,193,426
37,177587,0,5623,258,429
14,74765,1902,0,556,580
16,137414,1820,0,197,530
33,181081,0,2333,380,380
81,27503,0,0,425,425
36,51975,0,0,285,190
10,75293,1411,0,268,542
29,143296,0,3748,400,96
46,37845,0,0,517,238
44,160905,0,15829,243,503
14,24266,1875,0,305,13
46,105476,0,8618,78,109
51,46976,0,12455,344,406
4,39915,1263,0,273,488
46,121853,0,2108,177,584
7,11991,0,0,34,34
16,66594,1873,0,596,324
45,96582,0,11494,227,465
46,132756,0,7597,156,156
9,188,1679,0,163,531
18,134855,0,2979,300,63
27,51959,0,10293,484,272
24,21155,0,0,368,78
20,143363,1931,0,140,488
20,134581,0,0,181,412
10,95591,1522,0,190,285
23,8528,0,0,393,393
27,22216,0,0,237,571
17,28725,1843,0,593,593
41,29566,0,15876,3,509
3,21877,1207,0,32,185
61,34603,0,619,296,296
24,167294,2599,0,91,473
54,144410,0,459,406,406
51,6948,0,667,262,253
40,46189,0,15624,65,178
63,109088,0,10331,285,157
25,61984,0,2096,331,40
11,156432,1695,0,95,344
55,27244,0,103,19,19
38,157689,0,6962,412,115
4,1795,1150,0,569,569
28,12306,0,15321,528,485
52,156357,0,10834,587,344
29,30154,0,10812,46,257
20,33947,0,0,561,427
58,90152,0,0,514,208
62,41598,0,0,397,120
44,119422,0,9775,256,419
51,164455,0,16286,582,440
81,37900,0,0,120,466
8,118078,1759,0,370,469
19,169224,2272,0,481,300
55,2579,0,7714,26,235
38,30096,0,4843,156,156
21,64448,2276,0,428,207
50,41466,0,13031,226,588
30,83795,0,9916,348,178
43,150091,0,0,225,225
52,35807,0,6866,547,375
49,120879,0,0,232,361
36,1327,0,7831,384,104
38,36295,0,15497,311,311
31,182564,0,247,368,15
12,15594,1838,0,523,472
66,124697,0,0,368,197
42,115748,0,11291,270,270
43,163293,0,0,210,412
45,105350,0,0,123,123
25,102199,0,0,317,63
4,52118,1304,0,102,207
38,171814,0,9857,409,424
61,131734,0,0,405,452
42,68838,0,0,82,331
24,56641,0,10475,168,462
75,104903,0,0,368,78
18,102906,0,0,251,279
32,15022,0,8904,578,258
20,178502,2154,0,224,224
4,71471,1396,0,518,65
45,13996,0,0,320,337
3,51546,1189,0,155,330
45,187383,0,790,164,194
33,15777,0,0,143,363
39,137944,0,0,156,461
28,170995,0,8645,16,161
9,47039,1460,0,430,488
31,102170,0,2246,228,576
29,160772,0,5280,256,256
50,155342,0,8631,119,142
20,121986,2361,0,97,128
64,156601,0,10231,524,29
76,78946,0,0,549,57
30,154395,0,1766,468,517
66,7440,0,0,475,560
1,82920,0,0,585,585
34,71511,0,5748,201,50
40,119732,0,12905,110,110
45,103629,0,6174,157,333
5,104798,1381,0,87,379
34,167861,0,0,488,404
33,160980,0,15190,338,40
8,140181,1757,0,469,38
35,143490,0,8975,336,456
1,92414,0,0,587,436
7,168128,1530,0,135,420
20,191336,0,11457,481,477
75,108355,0,0,466,312
43,45880,0,7371,526,419
70,130431,0,0,303,364
28,94431,0,0,299,463
62,152769,0,14816,101,162
8,58006,1701,0,413,413
22,86029,0,6653,138,484
44,154380,0,9902,16,388
41,51926,0,0,461,120
23,104183,0,16434,461,293
45,128111,0,14778,156,156
20,88908,1994,0,235,242
52,189298,0,9758,73,286
6,85173,1769,0,344,284
50,112851,0,0,197,360
54,186972,0,5627,531,526
30,158766,0,13580,300,481
6,16476,1429,0,289,562
49,184083,0,13540,567,374
51,97436,0,0,500,210
38,189751,0,5213,504,20
68,175199,0,0,174,208
46,145036,0,4116,135,112
16,115671,1877,0,197,288
39,53946,0,5768,334,562
24,103392,2150,0,322,137
36,165152,0,13295,454,64
63,4951,0,0,376,115
8,5458,1447,0,6,530
17,41498,1877,0,62,237
56,12969,0,3340,388,539
13,86844,1865,0,472,472
22,145438,0,11472,532,534
44,185904,0,13786,357,233
64,1382,0,0,142,245
4,28967,1212,0,58,333
18,81393,0,0,525,232
15,156112,1803,0,557,194
15,22823,1868,0,535,485
25,140340,0,10787,329,320
32,20045,0,14248,293,466
20,88286,2117,0,428,103
37,40156,0,9745,388,373
20,144650,2349,0,212,289
56,37693,0,0,448,384
0,132050,0,0,259,479
16,112527,1837,0,307,76
47,154256,0,12830,90,16
0,166841,226,0,78,78
46,167710,0,14066,194,468
8,8397,1455,0,564,448
17,2296,1891,0,353,399
18,15959,0,9058,119,119
22,29841,0,3121,517,541
50,6437,0,2959,542,553
41,11904,0,15567,512,507
23,135838,2319,0,476,488
46,178265,0,15440,429,262
27,91406,0,2919,379,229
57,149489,0,3559,24,24
56,99429,0,0,12,137
7,59363,1411,0,103,428
59,115926,0,0,560,560
71,187039,0,0,416,272
29,152117,0,4851,42,376
68,41978,0,0,564,564
37,50166,0,7018,39,139
41,41372,0,6892,540,562
29,170597,0,8018,295,436
16,145662,1799,0,183,225
31,184088,0,5726,28,449
45,122718,0,6377,481,63
47,172160,0,0,157,157
31,69922,0,14696,226,303
41,192377,0,0,320,296
56,72558,0,0,197,109
50,107123,0,14205,287,299
14,67272,1826,0,255,317
57,93554,0,6823,329,329
14,120629,1882,0,343,190
53,77607,0,9693,141,576
28,138986,0,9358,334,212
71,123895,0,0,200,88
30,138965,0,7976,121,296
38,138994,0,12881,508,577
1,169412,0,0,91,91
54,95977,0,342,103,207
1,20652,902,0,212,289
71,7505,0,0,412,489
43,83348,0,4053,318,354
45,106873,0,4990,90,140
46,87517,0,936,366,204
1,4797,605,0,292,47
5,14518,1159,0,449,545
41,62857,0,6587,304,397
31,117211,0,2666,393,113
14,54942,1853,0,154,564
43,116716,0,94,23,89
42,125345,0,10583,382,40
48,45271,0,13590,69,69
11,51657,1760,0,77,77
43,19503,0,11233,571,571
14,183762,1796,0,307,514
52,185260,0,15426,142,515
31,84018,0,2424,427,561
36,162611,0,0,7,554
10,72427,1520,0,256,86
54,136844,0,833,303,303
1,75666,606,0,48,162
11,37227,1670,0,413,472
20,115881,0,359,493,407
24,52948,2369,0,330,543
41,121576,0,0,360,351
50,186500,0,0,315,2
36,162460,0,10018,511,412
34,55116,0,9670,396,396
45,139663,0,14866,271,321
37,2241,0,575,173,575
50,185523,0,770,574,239
2,143605,1006,0,327,283
29,54623,0,16474,339,540
56,65352,0,3401,253,350
64,183515,0,10637,150,97
45,187434,0,0,299,593
23,8969,0,0,250,492
52,120683,0,650,325,570
57,175225,0,0,376,80
11,50884,1626,0,350,483
81,54006,0,0,408,574
28,188447,0,0,101,162
32,141895,0,5589,310,118
80,78279,0,0,188,188
62,153545,0,2595,257,74
26,171081,0,326,282,594
45,147874,0,0,116,409
45,74645,0,5167,554,556
23,99770,1972,0,566,419
98,28997,0,0,500,302
3,16953,1340,0,595,393
23,20563,2100,0,211,263
43,159904,0,4275,498,13
39,123039,0,3697,177,286
67,110954,0,0,559,454
58,60643,0,0,417,296
18,56317,0,0,329,491
33,126310,0,0,392,305
20,56606,2190,0,28,149
1,36381,0,0,181,283
98,73357,0,0,331,331
15,49967,1879,0,95,344
29,8807,0,0,31,9
19,15955,0,12776,333,313
53,162031,0,7018,499,431
9,34419,1676,0,295,436
54,58483,0,11272,40,338
8,19419,1512,0,51,233
36,89610,0,0,120,104
72,104826,0,0,33,101
26,152463,0,6313,462,168
30,106002,0,11105,524,524
45,20556,0,0,286,65
57,95165,0,0,193,180
9,86668,1411,0,300,300
0,69575,598,0,365,437
46,147658,0,10185,242,391
37,7314,0,12214,342,256
17,51578,1826,0,188,300
9,117075,1458,0,198,208
29,150198,0,9776,40,524
13,80064,1794,0,251,560
10,138527,1505,0,49,40
26,50353,0,3843,273,352
32,161588,0,0,200,200
2,17471,684,0,189,586
17,153564,1828,0,163,163
24,155394,2548,0,419,425
32,74362,0,1980,378,384
50,114483,0,10207,174,221
2,73348,0,0,296,329
49,103356,0,927,301,273
23,129948,2575,0,233,309
4,46810,1273,0,183,565
65,19004,0,0,125,125
12,137485,1843,0,329,380
62,118428,0,0,101,48
89,116527,0,0,286,205
71,179781,0,0,49,382
48,70816,0,2906,161,75
25,165064,0,1960,305,392
31,46011,0,3559,498,525
40,188907,0,15439,202,191
13,150712,1789,0,506,506
44,131678,0,9459,452,3
59,117204,0,5289,461,167
37,120703,0,14972,299,299
71,40545,0,0,50,419
7,116467,1445,0,235,235
11,51340,1646,0,196,397
43,111835,0,0,580,580
34,127478,0,0,535,528
4,121058,1213,0,202,202
22,88709,2337,0,142,245
12,61062,1808,0,305,76
37,90675,0,4813,569,456
36,6579,0,0,541,511
21,92631,0,2945,292,132
7,176814,1599,0,437,365
56,102003,0,7829,138,572
67,76283,0,0,387,387
9,33696,1761,0,334,212
2,86748,829,0,170,146
36,185027,0,5509,381,421
17,180491,1906,0,382,49
13,180836,1839,0,502,71
17,162204,1825,0,81,81
3,114060,1284,0,324,596
38,143419,0,4425,80,468
60,158811,0,5392,497,252
39,171258,0,9830,426,67
33,162949,0,3420,272,230
34,164927,0,0,221,394
38,88213,0,8843,546,400
3,103769,1260,0,453,93
39,53227,0,15207,543,436
7,12610,1613,0,118,475
66,142741,0,0,28,449
7,29813,1478,0,300,300
40,142574,0,12854,94,73
53,132318,0,0,508,543
15,116048,1845,0,272,572
21,28980,0,11442,352,454
57,87574,0,0,561,59
20,160848,2321,0,345,345
42,154921,0,7018,564,246
17,182992,1821,0,269,269
41,30290,0,0,122,180
36,164435,0,14227,16,231
16,189116,1875,0,198,326
52,159124,0,15571,160,54
41,186669,0,6160,393,120
53,81743,0,9475,63,300
79,161786,0,0,401,582
5,91805,1397,0,493,470
3,141878,1178,0,509,6
13,38292,1812,0,245,284
7,46117,1766,0,251,251
9,56072,1410,0,331,218
76,52133,0,0,589,325
67,63022,0,0,110,110
52,61513,0,4225,7,71
37,28591,0,6576,207,350
41,53403,0,13478,455,448
30,92056,0,1126,542,542
8,138688,1707,0,347,8
65,31090,0,0,389,273
4,112799,1263,0,487,273
63,110078,0,0,597,373
44,55485,0,14205,1,463
38,134990,0,14954,476,88
47,184827,0,0,542,227
3,153963,1341,0,172,449
64,172664,0,0,3,211
47,164702,0,9883,288,288
65,35072,0,0,143,148
15,182925,1833,0,403,50
66,80632,0,0,73,65
10,100181,1684,0,177,205
0,163503,0,0,173,325
74,100369,0,0,264,264
37,126315,0,11538,219,543
47,39975,0,0,446,17
7,28224,1683,0,572,131
73,69292,0,0,113,246
17,98176,1898,0,459,363
53,51252,0,6268,38,448
33,162135,0,625,172,339
50,118585,0,1123,505,383
18,171223,0,7267,546,546
31,142665,0,10228,183,225
50,45766,0,11360,361,314
41,129646,0,12897,74,45
36,127487,0,2190,470,407
55,9775,0,0,3,229
18,55213,2482,0,138,16
25,123573,0,0,31,27
33,22364,0,7,56,182
38,99845,0,6438,557,500
23,26439,1961,0,199,348
26,65223,0,4469,7,466
18,164217,2552,0,343,343
59,121474,0,0,547,91
54,159028,0,866,39,401
38,106803,0,0,184,160
1,89939,480,0,495,72
61,1519,0,0,419,531
38,188908,0,10238,16,454
76,116477,0,0,16,75
25,104090,0,11183,322,590
26,20787,0,7056,199,382
17,83964,1877,0,267,152
75,185990,0,0,66,9
15,88251,1796,0,326,392
69,54472,0,0,218,421
19,50726,2385,0,48,23
22,96244,0,0,194,277
57,183701,0,289,107,107
7,184643,1560,0,133,296
40,153901,0,0,106,367
18,112618,2294,0,535,516
16,22867,1891,0,583,547
21,182579,2071,0,599,500
42,6674,0,12778,365,123
52,149925,0,0,216,480
59,191914,0,0,560,472
49,25427,0,12260,438,438
39,45142,0,11795,412,146
41,69966,0,5209,121,121
48,103533,0,12786,281,281
30,143342,0,7706,118,230
49,94224,0,0,503,503
84,65670,0,0,386,305
10,24746,1772,0,167,502
34,172624,0,425,414,584
79,24823,0,0,550,366
48,88683,0,12733,427,427
39,24833,0,2749,331,218
45,80948,0,13123,403,456
20,166824,1986,0,481,300
55,178560,0,0,435,69
84,85380,0,0,567,489
45,101133,0,11216,67,70
28,165634,0,7019,213,156
25,175510,0,5074,466,516
32,40863,0,9022,3,268
50,29295,0,11683,85,509
7,34122,1585,0,200,118
18,192396,2028,0,265,191
7,16459,1719,0,261,171
36,45190,0,12475,572,61
40,19984,0,3340,140,388
38,131996,0,12163,314,232
44,66543,0,15773,273,483
24,92029,2154,0,41,41
26,138304,0,5852,545,391
49,115651,0,11565,585,229
24,40695,2499,0,61,560
22,140454,2485,0,293,293
4,156205,1226,0,15,78
43,14784,0,2891,475,291
63,137226,0,0,355,11
16,171000,1902,0,556,156
3,50057,1228,0,248,547
43,41525,0,8146,200,200
81,14543,0,0,362,47
21,160968,2563,0,493,201
39,115110,0,12608,338,331
15,164221,1877,0,109,15
16,153804,1801,0,572,131
27,56817,0,550,178,584
74,147306,0,0,157,386
10,142259,1412,0,578,388
32,96159,0,0,160,93
13,170772,1865,0,21,471
64,173534,0,14959,69,207
29,172778,0,16090,34,81
60,143915,0,0,272,61
17,80135,1835,0,409,334
20,28413,2514,0,513,418
16,62516,1812,0,383,92
55,131565,0,0,462,93
13,137900,1890,0,50,403
72,62401,0,0,190,371
56,27161,0,3576,282,349
59,40692,0,9883,360,271
10,13558,1681,0,395,288
48,102828,0,13482,411,251
61,74509,0,10179,31,427
18,151835,0,13800,188,481
45,46588,0,0,196,196
2,26933,370,0,462,184
35,153082,0,6882,481,300
52,32203,0,13757,514,198
56,160215,0,4286,400,400
41,92834,0,740,407,493
27,3347,0,11151,586,586
10,74040,1401,0,295,148
27,167042,0,11597,352,389
20,62400,0,0,546,546
46,155760,0,10624,566,526
20,115216,0,0,295,363
40,46692,0,4257,110,549
57,134583,0,0,369,502
45,106242,0,3849,598,70
57,152701,0,0,423,400
65,113107,0,0,1,287
33,65925,0,7107,60,60
34,68024,0,1313,162,48
9,83483,1560,0,1,133
22,152771,1960,0,331,421
39,129613,0,9715,127,353
21,33156,2394,0,155,543
70,726,0,0,81,321
41,96651,0,8380,84,577
18,71782,2533,0,228,250
35,26972,0,4267,95,98
40,103413,0,2825,141,423
33,171184,0,12248,19,19
45,152967,0,10567,149,28
18,46736,0,0,73,73
55,52202,0,0,386,44
1,150790,890,0,258,175
1,142659,156,0,294,285
20,149269,0,0,336,66
54,158458,0,12733,31,31
46,69033,0,9553,529,173
21,6424,2573,0,553,227
40,6393,0,98,214,531
5,78515,1202,0,309,375
61,150225,0,0,549,491
33,159639,0,4879,419,419
53,46039,0,0,230,105
1,157154,853,0,196,249
13,157031,1828,0,567,145
46,162861,0,1331,114,114
42,191867,0,722,307,183
17,60739,1795,0,237,237
43,80409,0,2791,520,520
37,154239,0,5603,387,116
6,18918,1773,0,555,230
32,180842,0,0,319,324
53,48915,0,13123,353,224
46,162705,0,9693,179,438
46,16190,0,0,106,106
6,71725,1561,0,564,113
20,63350,0,0,152,81
57,38247,0,1508,234,375
16,4980,1856,0,481,63
40,163083,0,14800,498,525
43,70955,0,7018,504,241
18,129067,2571,0,520,522
39,63004,0,0,31,9
33,128594,0,75,161,16
74,123764,0,0,281,281
